sequence_number,sequence,complete,length,id,document_name,link,sequences
1,a-pa,False,2,1398,VOL X 2,https://liber.cnr.it/tablet/view/1398,1
1,ku-do,False,2,1399,VOL X 2,https://liber.cnr.it/tablet/view/1399,1
1,tu-ma-i,False,3,1400,VOL X 2,https://liber.cnr.it/tablet/view/1400,1
1,ru-da-to,True,3,1401,VOL X 2,https://liber.cnr.it/tablet/view/1401,1
1,sa,False,1,1402,VOL X 2,https://liber.cnr.it/tablet/view/1402,1
1,ku,False,1,1403,VOL X 2,https://liber.cnr.it/tablet/view/1403,1
1,na,False,1,1404,VOL X 2,https://liber.cnr.it/tablet/view/1404,1
1,pu,False,1,1405,VOL X 2,https://liber.cnr.it/tablet/view/1405,1
1,e,False,1,1406,VOL X 2,https://liber.cnr.it/tablet/view/1406,1
1,e-me,True,2,1407,VOL X 2,https://liber.cnr.it/tablet/view/1407,3
2,ru-wa-ni-jo,True,4,1407,VOL X 2,https://liber.cnr.it/tablet/view/1407,3
3,da-wo,True,2,1407,VOL X 2,https://liber.cnr.it/tablet/view/1407,3
1,to-wo,False,2,1408,VOL X 2,https://liber.cnr.it/tablet/view/1408,2
2,ti-ri-to,False,3,1408,VOL X 2,https://liber.cnr.it/tablet/view/1408,2
1,we-ja,False,2,1409,VOL X 2,https://liber.cnr.it/tablet/view/1409,2
2,ko,False,1,1409,VOL X 2,https://liber.cnr.it/tablet/view/1409,2
1,po-[?]-[?],False,3,1410,VOL X 2,https://liber.cnr.it/tablet/view/1410,3
2,re-ki-si,False,3,1410,VOL X 2,https://liber.cnr.it/tablet/view/1410,3
3,a,False,1,1410,VOL X 2,https://liber.cnr.it/tablet/view/1410,3
1,62,False,1,1411,VOL X 2,https://liber.cnr.it/tablet/view/1411,2
2,2,False,1,1411,VOL X 2,https://liber.cnr.it/tablet/view/1411,2
1,8,False,1,1412,VOL X 2,https://liber.cnr.it/tablet/view/1412,2
2,1,False,1,1412,VOL X 2,https://liber.cnr.it/tablet/view/1412,2
1,ko-wa,False,2,1413,VOL X 2,https://liber.cnr.it/tablet/view/1413,2
2,3,False,1,1413,VOL X 2,https://liber.cnr.it/tablet/view/1413,2
1,to-sa,False,2,1414,VOL X 2,https://liber.cnr.it/tablet/view/1414,2
2,ne-wa,False,2,1414,VOL X 2,https://liber.cnr.it/tablet/view/1414,2
1,me-te,False,2,1415,VOL X 2,https://liber.cnr.it/tablet/view/1415,2
2,1,False,1,1415,VOL X 2,https://liber.cnr.it/tablet/view/1415,2
1,ko-ro,False,2,1416,VOL X 2,https://liber.cnr.it/tablet/view/1416,1
1,sa-to,False,2,1417,VOL X 2,https://liber.cnr.it/tablet/view/1417,2
2,qo-i-na,False,3,1417,VOL X 2,https://liber.cnr.it/tablet/view/1417,2
1,a-ze-ti-ri-ja,False,5,1418,VOL X 2,https://liber.cnr.it/tablet/view/1418,1
1,ti,False,1,1419,VOL X 2,https://liber.cnr.it/tablet/view/1419,2
2,di-*18,False,2,1419,VOL X 2,https://liber.cnr.it/tablet/view/1419,2
1,de,True,1,1420,VOL X 2,https://liber.cnr.it/tablet/view/1420,4
2,da-*22-to-qe,True,4,1420,VOL X 2,https://liber.cnr.it/tablet/view/1420,4
3,ta,True,1,1420,VOL X 2,https://liber.cnr.it/tablet/view/1420,4
4,ri-no,True,2,1420,VOL X 2,https://liber.cnr.it/tablet/view/1420,4
1,[?]-ka-to,True,3,1421,VOL X 2,https://liber.cnr.it/tablet/view/1421,3
2,si,True,1,1421,VOL X 2,https://liber.cnr.it/tablet/view/1421,3
3,pu-ta-ta,True,3,1421,VOL X 2,https://liber.cnr.it/tablet/view/1421,3
1,no-no,False,2,1422,VOL X 2,https://liber.cnr.it/tablet/view/1422,2
2,si-ra,False,2,1422,VOL X 2,https://liber.cnr.it/tablet/view/1422,2
1,to,False,1,1423,VOL X 2,https://liber.cnr.it/tablet/view/1423,1
1,tu-ri-so,True,3,1424,VOL X 2,https://liber.cnr.it/tablet/view/1424,2
2,tu-ni-ja,True,3,1424,VOL X 2,https://liber.cnr.it/tablet/view/1424,2
1,ko,False,1,1425,VOL X 2,https://liber.cnr.it/tablet/view/1425,2
2,ta-qa-ra,False,3,1425,VOL X 2,https://liber.cnr.it/tablet/view/1425,2
1,ki-ti-sa,False,3,1426,VOL X 2,https://liber.cnr.it/tablet/view/1426,1
1,ra-ti-jo,False,3,1427,VOL X 2,https://liber.cnr.it/tablet/view/1427,1
1,ta-de-so,False,3,1428,VOL X 2,https://liber.cnr.it/tablet/view/1428,1
1,ro,True,1,1429,VOL X 2,https://liber.cnr.it/tablet/view/1429,3
2,da-ra-ko,True,3,1429,VOL X 2,https://liber.cnr.it/tablet/view/1429,3
3,we-we-si-jo-jo,True,5,1429,VOL X 2,https://liber.cnr.it/tablet/view/1429,3
1,da-ra-ko,False,3,1430,VOL X 2,https://liber.cnr.it/tablet/view/1430,1
1,ki-ti-se,False,3,1431,VOL X 2,https://liber.cnr.it/tablet/view/1431,1
1,[?]-[?],False,2,1432,VOL X 2,https://liber.cnr.it/tablet/view/1432,2
2,pa-ta-re,False,3,1432,VOL X 2,https://liber.cnr.it/tablet/view/1432,2
1,de,False,1,1433,VOL X 2,https://liber.cnr.it/tablet/view/1433,2
2,ku-pa,False,2,1433,VOL X 2,https://liber.cnr.it/tablet/view/1433,2
1,si-ta-ro,True,3,1434,VOL X 2,https://liber.cnr.it/tablet/view/1434,1
1,re-u,False,2,1435,VOL X 2,https://liber.cnr.it/tablet/view/1435,1
1,ma-sa,True,2,1436,VOL X 2,https://liber.cnr.it/tablet/view/1436,1
1,me-no,False,2,1437,VOL X 2,https://liber.cnr.it/tablet/view/1437,1
1,su-ri-mo,False,3,1438,VOL X 2,https://liber.cnr.it/tablet/view/1438,1
1,me-ti,False,2,1439,VOL X 2,https://liber.cnr.it/tablet/view/1439,1
1,ra-ki-si,False,3,1440,VOL X 2,https://liber.cnr.it/tablet/view/1440,1
1,u-a,False,2,1441,VOL X 2,https://liber.cnr.it/tablet/view/1441,1
1,ta-pa-no,False,3,1442,VOL X 2,https://liber.cnr.it/tablet/view/1442,1
1,ki-si,False,2,1443,VOL X 2,https://liber.cnr.it/tablet/view/1443,1
1,to-ro,False,2,1444,VOL X 2,https://liber.cnr.it/tablet/view/1444,1
1,ra,False,1,1445,VOL X 2,https://liber.cnr.it/tablet/view/1445,1
1,je-mo,False,2,1446,VOL X 2,https://liber.cnr.it/tablet/view/1446,1
1,te-jo,False,2,1447,VOL X 2,https://liber.cnr.it/tablet/view/1447,1
1,ta,False,1,1448,VOL X 2,https://liber.cnr.it/tablet/view/1448,2
2,me,False,1,1448,VOL X 2,https://liber.cnr.it/tablet/view/1448,2
1,e-re-pa-te-jo-pi,False,6,1449,VOL X 2,https://liber.cnr.it/tablet/view/1449,1
1,ra,False,1,1450,VOL X 2,https://liber.cnr.it/tablet/view/1450,1
1,ru,False,1,1451,VOL X 2,https://liber.cnr.it/tablet/view/1451,1
1,do-si,False,2,1452,VOL X 2,https://liber.cnr.it/tablet/view/1452,1
1,si-jo,False,2,1453,VOL X 2,https://liber.cnr.it/tablet/view/1453,1
1,po,False,1,1454,VOL X 2,https://liber.cnr.it/tablet/view/1454,1
1,te,False,1,1455,VOL X 2,https://liber.cnr.it/tablet/view/1455,1
1,ma-ri,False,2,1456,VOL X 2,https://liber.cnr.it/tablet/view/1456,1
1,ti-ri,False,2,1457,VOL X 2,https://liber.cnr.it/tablet/view/1457,1
1,23,False,1,1458,VOL X 2,https://liber.cnr.it/tablet/view/1458,1
1,qa,False,1,1459,VOL X 2,https://liber.cnr.it/tablet/view/1459,2
2,sa-ma,False,2,1459,VOL X 2,https://liber.cnr.it/tablet/view/1459,2
1,wo-a,False,2,1460,VOL X 2,https://liber.cnr.it/tablet/view/1460,3
2,*161,False,1,1460,VOL X 2,https://liber.cnr.it/tablet/view/1460,3
3,to-te,False,2,1460,VOL X 2,https://liber.cnr.it/tablet/view/1460,3
1,si-ni-ja,False,3,1461,VOL X 2,https://liber.cnr.it/tablet/view/1461,3
2,me,False,1,1461,VOL X 2,https://liber.cnr.it/tablet/view/1461,3
3,7,False,1,1461,VOL X 2,https://liber.cnr.it/tablet/view/1461,3
1,pi-ra₂-mo,False,3,1462,VOL X 2,https://liber.cnr.it/tablet/view/1462,2
2,ra-su-to,False,3,1462,VOL X 2,https://liber.cnr.it/tablet/view/1462,2
1,re,False,1,1463,VOL X 2,https://liber.cnr.it/tablet/view/1463,1
1,no,False,1,1464,VOL X 2,https://liber.cnr.it/tablet/view/1464,1
1,re-ne,False,2,1465,VOL X 2,https://liber.cnr.it/tablet/view/1465,1
1,de,False,1,1466,VOL X 2,https://liber.cnr.it/tablet/view/1466,1
1,qa-ra₂-ri,False,3,1467,VOL X 2,https://liber.cnr.it/tablet/view/1467,4
2,qa-ra₂-ri,False,3,1467,VOL X 2,https://liber.cnr.it/tablet/view/1467,4
3,separatum,False,1,1467,VOL X 2,https://liber.cnr.it/tablet/view/1467,4
4,na,False,1,1467,VOL X 2,https://liber.cnr.it/tablet/view/1467,4
1,1,False,1,1468,VOL X 2,https://liber.cnr.it/tablet/view/1468,1
1,za,False,1,1469,VOL X 2,https://liber.cnr.it/tablet/view/1469,2
2,o-pe-ro,False,3,1469,VOL X 2,https://liber.cnr.it/tablet/view/1469,2
1,70,False,1,1470,VOL X 2,https://liber.cnr.it/tablet/view/1470,1
1,ku-ta-i-si,False,4,1471,VOL X 2,https://liber.cnr.it/tablet/view/1471,1
1,ta-ti-jo,False,3,1472,VOL X 2,https://liber.cnr.it/tablet/view/1472,1
1,jo,False,1,1473,VOL X 2,https://liber.cnr.it/tablet/view/1473,2
2,e,False,1,1473,VOL X 2,https://liber.cnr.it/tablet/view/1473,2
1,ku-ta-ti-jo,False,4,1474,VOL X 2,https://liber.cnr.it/tablet/view/1474,1
1,re-si-jo,False,3,1475,VOL X 2,https://liber.cnr.it/tablet/view/1475,1
1,po,False,1,1476,VOL X 2,https://liber.cnr.it/tablet/view/1476,2
2,pa,False,1,1476,VOL X 2,https://liber.cnr.it/tablet/view/1476,2
1,ko,False,1,1477,VOL X 2,https://liber.cnr.it/tablet/view/1477,1
1,ke-ta,False,2,1478,VOL X 2,https://liber.cnr.it/tablet/view/1478,1
1,ka-ri-pi-jo,True,4,1479,VOL X 2,https://liber.cnr.it/tablet/view/1479,1
1,ta-wo,False,2,1480,VOL X 2,https://liber.cnr.it/tablet/view/1480,1
1,po,False,1,1481,VOL X 2,https://liber.cnr.it/tablet/view/1481,1
1,e,False,1,1482,VOL X 2,https://liber.cnr.it/tablet/view/1482,1
1,12,False,1,1483,VOL X 2,https://liber.cnr.it/tablet/view/1483,2
2,2,False,1,1483,VOL X 2,https://liber.cnr.it/tablet/view/1483,2
1,te-we,False,2,1484,VOL X 2,https://liber.cnr.it/tablet/view/1484,1
1,ja-no-ri,False,3,1485,VOL X 2,https://liber.cnr.it/tablet/view/1485,1
1,e-*18,False,2,1486,VOL X 2,https://liber.cnr.it/tablet/view/1486,1
1,ma-ro,False,2,1487,VOL X 2,https://liber.cnr.it/tablet/view/1487,1
1,di-ka-ta-de,False,4,1488,VOL X 2,https://liber.cnr.it/tablet/view/1488,1
1,ja-qo,False,2,1489,VOL X 2,https://liber.cnr.it/tablet/view/1489,1
1,si-pe,False,2,1490,VOL X 2,https://liber.cnr.it/tablet/view/1490,1
1,de-sa-to,False,3,1491,VOL X 2,https://liber.cnr.it/tablet/view/1491,1
1,se,False,1,1492,VOL X 2,https://liber.cnr.it/tablet/view/1492,1
1,u,False,1,1493,VOL X 2,https://liber.cnr.it/tablet/view/1493,1
1,re-wa,False,2,1494,VOL X 2,https://liber.cnr.it/tablet/view/1494,1
1,pte,False,1,1495,VOL X 2,https://liber.cnr.it/tablet/view/1495,1
1,5,True,1,1496,VOL X 2,https://liber.cnr.it/tablet/view/1496,1
1,6,False,1,1497,VOL X 2,https://liber.cnr.it/tablet/view/1497,1
1,120,False,1,1498,VOL X 2,https://liber.cnr.it/tablet/view/1498,1
1,1,False,1,1499,VOL X 2,https://liber.cnr.it/tablet/view/1499,1
1,63,False,1,1500,VOL X 2,https://liber.cnr.it/tablet/view/1500,2
2,68,False,1,1500,VOL X 2,https://liber.cnr.it/tablet/view/1500,2
1,ja,False,1,1501,VOL X 2,https://liber.cnr.it/tablet/view/1501,2
2,da-mo-ko,False,3,1501,VOL X 2,https://liber.cnr.it/tablet/view/1501,2
1,60,False,1,1502,VOL X 2,https://liber.cnr.it/tablet/view/1502,1
1,95,True,1,1503,VOL X 2,https://liber.cnr.it/tablet/view/1503,1
1,7,True,1,1504,VOL X 2,https://liber.cnr.it/tablet/view/1504,2
2,3,True,1,1504,VOL X 2,https://liber.cnr.it/tablet/view/1504,2
1,100,True,1,1505,VOL X 2,https://liber.cnr.it/tablet/view/1505,1
1,11,True,1,1506,VOL X 2,https://liber.cnr.it/tablet/view/1506,1
1,6,False,1,1507,VOL X 2,https://liber.cnr.it/tablet/view/1507,2
2,3,False,1,1507,VOL X 2,https://liber.cnr.it/tablet/view/1507,2
1,1,True,1,1508,VOL X 2,https://liber.cnr.it/tablet/view/1508,3
2,TELAx,True,1,1508,VOL X 2,https://liber.cnr.it/tablet/view/1508,3
3,1,True,1,1508,VOL X 2,https://liber.cnr.it/tablet/view/1508,3
1,7,False,1,1509,VOL X 2,https://liber.cnr.it/tablet/view/1509,1
1,6,False,1,1510,VOL X 2,https://liber.cnr.it/tablet/view/1510,1
1,3,False,1,1511,VOL X 2,https://liber.cnr.it/tablet/view/1511,1
1,ja-mi-[?],False,3,1512,VOL X 2,https://liber.cnr.it/tablet/view/1512,2
2,separatum,False,1,1512,VOL X 2,https://liber.cnr.it/tablet/view/1512,2
1,ku-we-jo,False,3,1513,VOL X 2,https://liber.cnr.it/tablet/view/1513,1
1,pa-sa,True,2,1514,VOL X 2,https://liber.cnr.it/tablet/view/1514,1
1,200,False,1,1515,VOL X 2,https://liber.cnr.it/tablet/view/1515,1
1,ke,False,1,1516,VOL X 2,https://liber.cnr.it/tablet/view/1516,2
2,e-we-o-si,False,4,1516,VOL X 2,https://liber.cnr.it/tablet/view/1516,2
1,no,False,1,1517,VOL X 2,https://liber.cnr.it/tablet/view/1517,1
1,9,False,1,1518,VOL X 2,https://liber.cnr.it/tablet/view/1518,1
1,re,True,1,1520,VOL X 2,https://liber.cnr.it/tablet/view/1520,3
2,dwo-jo,True,2,1520,VOL X 2,https://liber.cnr.it/tablet/view/1520,3
3,1,True,1,1520,VOL X 2,https://liber.cnr.it/tablet/view/1520,3
1,ma,False,1,1521,VOL X 2,https://liber.cnr.it/tablet/view/1521,1
1,5,True,1,1522,VOL X 2,https://liber.cnr.it/tablet/view/1522,1
1,de,False,1,1523,VOL X 2,https://liber.cnr.it/tablet/view/1523,1
1,ka,False,1,1524,VOL X 2,https://liber.cnr.it/tablet/view/1524,1
1,se-wi-jo,False,3,1525,VOL X 2,https://liber.cnr.it/tablet/view/1525,2
2,ri-ne,False,2,1525,VOL X 2,https://liber.cnr.it/tablet/view/1525,2
1,se-te-jo,False,3,1526,VOL X 2,https://liber.cnr.it/tablet/view/1526,2
2,me,False,1,1526,VOL X 2,https://liber.cnr.it/tablet/view/1526,2
1,205,False,1,1527,VOL X 2,https://liber.cnr.it/tablet/view/1527,1
1,jo,True,1,1528,VOL X 2,https://liber.cnr.it/tablet/view/1528,2
2,*56-ko-we,True,3,1528,VOL X 2,https://liber.cnr.it/tablet/view/1528,2
1,a,False,1,1529,VOL X 2,https://liber.cnr.it/tablet/view/1529,1
1,ra,False,1,1530,VOL X 2,https://liber.cnr.it/tablet/view/1530,2
2,po,False,1,1530,VOL X 2,https://liber.cnr.it/tablet/view/1530,2
1,ka-ta₂,False,2,1531,VOL X 2,https://liber.cnr.it/tablet/view/1531,1
1,ko-no,False,2,1532,VOL X 2,https://liber.cnr.it/tablet/view/1532,1
1,ku-ku-mo,False,3,1533,VOL X 2,https://liber.cnr.it/tablet/view/1533,1
1,ki,False,1,1534,VOL X 2,https://liber.cnr.it/tablet/view/1534,1
1,si-ja,False,2,1535,VOL X 2,https://liber.cnr.it/tablet/view/1535,2
2,ta-ra-si-ja,False,4,1535,VOL X 2,https://liber.cnr.it/tablet/view/1535,2
1,ra-qa-ra-to,False,4,1536,VOL X 2,https://liber.cnr.it/tablet/view/1536,1
1,mi,False,1,1537,VOL X 2,https://liber.cnr.it/tablet/view/1537,1
1,te-re-u,True,3,1538,VOL X 2,https://liber.cnr.it/tablet/view/1538,4
2,1,True,1,1538,VOL X 2,https://liber.cnr.it/tablet/view/1538,4
3,ru-si,True,2,1538,VOL X 2,https://liber.cnr.it/tablet/view/1538,4
4,1,True,1,1538,VOL X 2,https://liber.cnr.it/tablet/view/1538,4
1,pa-te-o,False,3,1539,VOL X 2,https://liber.cnr.it/tablet/view/1539,1
1,ta,False,1,1540,VOL X 2,https://liber.cnr.it/tablet/view/1540,1
1,ku-do-ni-ja,False,4,1541,VOL X 2,https://liber.cnr.it/tablet/view/1541,4
2,5,False,1,1541,VOL X 2,https://liber.cnr.it/tablet/view/1541,4
3,ja,False,1,1541,VOL X 2,https://liber.cnr.it/tablet/view/1541,4
4,e-te,False,2,1541,VOL X 2,https://liber.cnr.it/tablet/view/1541,4
1,[?]-[?],False,2,1542,VOL X 2,https://liber.cnr.it/tablet/view/1542,2
2,re,False,1,1542,VOL X 2,https://liber.cnr.it/tablet/view/1542,2
1,ko-pu,False,2,1543,VOL X 2,https://liber.cnr.it/tablet/view/1543,2
2,po,False,1,1543,VOL X 2,https://liber.cnr.it/tablet/view/1543,2
1,e-te-wa-o,True,4,1544,VOL X 2,https://liber.cnr.it/tablet/view/1544,1
1,i,False,1,1545,VOL X 2,https://liber.cnr.it/tablet/view/1545,1
1,ri-ja,False,2,1546,VOL X 2,https://liber.cnr.it/tablet/view/1546,1
1,tu-ma,False,2,1547,VOL X 2,https://liber.cnr.it/tablet/view/1547,1
1,ma,False,1,1548,VOL X 2,https://liber.cnr.it/tablet/view/1548,1
1,pi-ra₂-ta-je,False,4,1549,VOL X 2,https://liber.cnr.it/tablet/view/1549,1
1,e-pu₂-no,False,3,1550,VOL X 2,https://liber.cnr.it/tablet/view/1550,1
1,qa-ra,False,2,1551,VOL X 2,https://liber.cnr.it/tablet/view/1551,1
1,qe-ra,False,2,1552,VOL X 2,https://liber.cnr.it/tablet/view/1552,1
1,qa-ta,False,2,1553,VOL X 2,https://liber.cnr.it/tablet/view/1553,1
1,ta-ro,False,2,1554,VOL X 2,https://liber.cnr.it/tablet/view/1554,1
1,mi-ja,False,2,1555,VOL X 2,https://liber.cnr.it/tablet/view/1555,1
1,ke,False,1,1556,VOL X 2,https://liber.cnr.it/tablet/view/1556,2
2,wa,False,1,1556,VOL X 2,https://liber.cnr.it/tablet/view/1556,2
1,105,False,1,1557,VOL X 2,https://liber.cnr.it/tablet/view/1557,1
1,9,True,1,1558,VOL X 2,https://liber.cnr.it/tablet/view/1558,1
1,11,False,1,1559,VOL X 2,https://liber.cnr.it/tablet/view/1559,1
1,12,False,1,1560,VOL X 2,https://liber.cnr.it/tablet/view/1560,1
1,18,True,1,1561,VOL X 2,https://liber.cnr.it/tablet/view/1561,1
1,jo,True,1,1562,VOL X 2,https://liber.cnr.it/tablet/view/1562,6
2,separatum,True,1,1562,VOL X 2,https://liber.cnr.it/tablet/view/1562,6
3,20,True,1,1562,VOL X 2,https://liber.cnr.it/tablet/view/1562,6
4,20,True,1,1562,VOL X 2,https://liber.cnr.it/tablet/view/1562,6
5,2,True,1,1562,VOL X 2,https://liber.cnr.it/tablet/view/1562,6
6,4,True,1,1562,VOL X 2,https://liber.cnr.it/tablet/view/1562,6
1,35,False,1,1563,VOL X 2,https://liber.cnr.it/tablet/view/1563,1
1,43,False,1,1564,VOL X 2,https://liber.cnr.it/tablet/view/1564,1
1,a-ke-o-jo,False,4,1565,VOL X 2,https://liber.cnr.it/tablet/view/1565,1
1,a,False,1,1566,VOL X 2,https://liber.cnr.it/tablet/view/1566,1
1,pe-ro,False,2,1567,VOL X 2,https://liber.cnr.it/tablet/view/1567,2
2,10,False,1,1567,VOL X 2,https://liber.cnr.it/tablet/view/1567,2
1,e-u-ko,True,3,1568,VOL X 2,https://liber.cnr.it/tablet/view/1568,1
1,e,False,1,1569,VOL X 2,https://liber.cnr.it/tablet/view/1569,1
1,i,False,1,1570,VOL X 2,https://liber.cnr.it/tablet/view/1570,1
1,de,False,1,1571,VOL X 2,https://liber.cnr.it/tablet/view/1571,1
1,mi-ja,False,2,1572,VOL X 2,https://liber.cnr.it/tablet/view/1572,1
1,ja,False,1,1573,VOL X 2,https://liber.cnr.it/tablet/view/1573,1
1,we-ja,False,2,1574,VOL X 2,https://liber.cnr.it/tablet/view/1574,1
1,jo,False,1,1575,VOL X 2,https://liber.cnr.it/tablet/view/1575,3
2,pu-so,False,2,1575,VOL X 2,https://liber.cnr.it/tablet/view/1575,3
3,pi-ru,False,2,1575,VOL X 2,https://liber.cnr.it/tablet/view/1575,3
1,jo-e,False,2,1576,VOL X 2,https://liber.cnr.it/tablet/view/1576,1
1,qe-ja-me-no,False,4,1577,VOL X 2,https://liber.cnr.it/tablet/view/1577,3
2,P,False,1,1577,VOL X 2,https://liber.cnr.it/tablet/view/1577,3
3,30,False,1,1577,VOL X 2,https://liber.cnr.it/tablet/view/1577,3
1,jo,False,1,1578,VOL X 2,https://liber.cnr.it/tablet/view/1578,1
1,ka,False,1,1579,VOL X 2,https://liber.cnr.it/tablet/view/1579,1
1,ka,False,1,1580,VOL X 2,https://liber.cnr.it/tablet/view/1580,1
1,separatum,False,1,1581,VOL X 2,https://liber.cnr.it/tablet/view/1581,2
2,ke-ra,False,2,1581,VOL X 2,https://liber.cnr.it/tablet/view/1581,2
1,ki,False,1,1582,VOL X 2,https://liber.cnr.it/tablet/view/1582,1
1,ko,True,1,1583,VOL X 2,https://liber.cnr.it/tablet/view/1583,2
2,separatum,True,1,1583,VOL X 2,https://liber.cnr.it/tablet/view/1583,2
1,ko,False,1,1584,VOL X 2,https://liber.cnr.it/tablet/view/1584,1
1,ku-ta,False,2,1585,VOL X 2,https://liber.cnr.it/tablet/view/1585,1
1,a,False,1,1586,VOL X 2,https://liber.cnr.it/tablet/view/1586,3
2,ma,False,1,1586,VOL X 2,https://liber.cnr.it/tablet/view/1586,3
3,separatum,False,1,1586,VOL X 2,https://liber.cnr.it/tablet/view/1586,3
1,mi,False,1,1587,VOL X 2,https://liber.cnr.it/tablet/view/1587,1
1,ru-wa,False,2,1588,VOL X 2,https://liber.cnr.it/tablet/view/1588,1
1,na,False,1,1589,VOL X 2,https://liber.cnr.it/tablet/view/1589,2
2,wo,False,1,1589,VOL X 2,https://liber.cnr.it/tablet/view/1589,2
1,ku,False,1,1590,VOL X 2,https://liber.cnr.it/tablet/view/1590,2
2,po,False,1,1590,VOL X 2,https://liber.cnr.it/tablet/view/1590,2
1,po,False,1,1591,VOL X 2,https://liber.cnr.it/tablet/view/1591,1
1,qa,False,1,1592,VOL X 2,https://liber.cnr.it/tablet/view/1592,1
1,ro,False,1,1593,VOL X 2,https://liber.cnr.it/tablet/view/1593,2
2,ku-ta-to,False,3,1593,VOL X 2,https://liber.cnr.it/tablet/view/1593,2
1,u,False,1,1594,VOL X 2,https://liber.cnr.it/tablet/view/1594,1
1,sa-nu,False,2,1595,VOL X 2,https://liber.cnr.it/tablet/view/1595,1
1,su,False,1,1596,VOL X 2,https://liber.cnr.it/tablet/view/1596,1
1,ta,False,1,1598,VOL X 2,https://liber.cnr.it/tablet/view/1598,1
1,te-ru,False,2,1599,VOL X 2,https://liber.cnr.it/tablet/view/1599,1
1,te,False,1,1600,VOL X 2,https://liber.cnr.it/tablet/view/1600,1
1,to-sa,False,2,1601,VOL X 2,https://liber.cnr.it/tablet/view/1601,1
1,to-so,False,2,1602,VOL X 2,https://liber.cnr.it/tablet/view/1602,1
1,to,False,1,1603,VOL X 2,https://liber.cnr.it/tablet/view/1603,1
1,tu,False,1,1604,VOL X 2,https://liber.cnr.it/tablet/view/1604,1
1,wa-ja,False,2,1606,VOL X 2,https://liber.cnr.it/tablet/view/1606,1
1,e,True,1,1607,VOL X 2,https://liber.cnr.it/tablet/view/1607,3
2,wa,True,1,1607,VOL X 2,https://liber.cnr.it/tablet/view/1607,3
3,separatum,True,1,1607,VOL X 2,https://liber.cnr.it/tablet/view/1607,3
1,we-si-jo-jo,False,4,1608,VOL X 2,https://liber.cnr.it/tablet/view/1608,2
2,ri-jo,False,2,1608,VOL X 2,https://liber.cnr.it/tablet/view/1608,2
1,ko-we,False,2,1609,VOL X 2,https://liber.cnr.it/tablet/view/1609,1
1,we-i,False,2,1610,VOL X 2,https://liber.cnr.it/tablet/view/1610,1
1,wo-pi,False,2,1611,VOL X 2,https://liber.cnr.it/tablet/view/1611,1
1,za-ra-ro,False,3,1612,VOL X 2,https://liber.cnr.it/tablet/view/1612,1
1,4,False,1,1614,VOL X 2,https://liber.cnr.it/tablet/view/1614,1
1,2,False,1,1615,VOL X 2,https://liber.cnr.it/tablet/view/1615,1
1,1,False,1,1616,VOL X 2,https://liber.cnr.it/tablet/view/1616,1
1,1,False,1,1617,VOL X 2,https://liber.cnr.it/tablet/view/1617,1
1,6,False,1,1618,VOL X 2,https://liber.cnr.it/tablet/view/1618,1
1,3,False,1,1619,VOL X 2,https://liber.cnr.it/tablet/view/1619,1
1,1,False,1,1620,VOL X 2,https://liber.cnr.it/tablet/view/1620,1
1,32,False,1,1621,VOL X 2,https://liber.cnr.it/tablet/view/1621,2
2,3,False,1,1621,VOL X 2,https://liber.cnr.it/tablet/view/1621,2
1,21,False,1,1622,VOL X 2,https://liber.cnr.it/tablet/view/1622,1
1,18,False,1,1623,VOL X 2,https://liber.cnr.it/tablet/view/1623,2
2,7,False,1,1623,VOL X 2,https://liber.cnr.it/tablet/view/1623,2
1,66,False,1,1624,VOL X 2,https://liber.cnr.it/tablet/view/1624,1
1,30,False,1,1625,VOL X 2,https://liber.cnr.it/tablet/view/1625,1
1,te-ja-ro,True,3,1626,VOL X 2,https://liber.cnr.it/tablet/view/1626,1
1,ki,True,1,1627,VOL X 2,https://liber.cnr.it/tablet/view/1627,2
2,OVISm,True,1,1627,VOL X 2,https://liber.cnr.it/tablet/view/1627,2
1,30,False,1,1628,VOL X 2,https://liber.cnr.it/tablet/view/1628,1
1,20,False,1,1629,VOL X 2,https://liber.cnr.it/tablet/view/1629,1
1,su,False,1,1630,VOL X 2,https://liber.cnr.it/tablet/view/1630,1
1,9,False,1,1631,VOL X 2,https://liber.cnr.it/tablet/view/1631,1
1,6,False,1,1632,VOL X 2,https://liber.cnr.it/tablet/view/1632,1
1,12,False,1,1633,VOL X 2,https://liber.cnr.it/tablet/view/1633,1
1,2,False,1,1634,VOL X 2,https://liber.cnr.it/tablet/view/1634,2
2,10,False,1,1634,VOL X 2,https://liber.cnr.it/tablet/view/1634,2
1,2,False,1,1635,VOL X 2,https://liber.cnr.it/tablet/view/1635,2
2,4,False,1,1635,VOL X 2,https://liber.cnr.it/tablet/view/1635,2
1,separatum,False,1,1636,VOL X 2,https://liber.cnr.it/tablet/view/1636,2
2,80,False,1,1636,VOL X 2,https://liber.cnr.it/tablet/view/1636,2
1,92,False,1,1637,VOL X 2,https://liber.cnr.it/tablet/view/1637,1
1,3,False,1,1638,VOL X 2,https://liber.cnr.it/tablet/view/1638,1
1,20,False,1,1639,VOL X 2,https://liber.cnr.it/tablet/view/1639,1
1,10,False,1,1640,VOL X 2,https://liber.cnr.it/tablet/view/1640,1
1,31,False,1,1641,VOL X 2,https://liber.cnr.it/tablet/view/1641,1
